title,adult,id,original_language,popularity,release_date,vote_count,vote_average,primary_genre
The Poseidon Adventure,False,28512,en,27.479,2005-11-20,104,5.2,Adventure
Gunfight at Rio Bravo,False,835767,en,27.476,2023-01-13,66,6.6,Western
Seeds of Yesterday,False,333658,en,27.476,2015-04-12,103,6.5,TV Movie
Unfriended,False,277685,en,27.474,2014-10-22,3308,5.5,Horror
The Estate,False,910858,en,27.469,2022-11-04,110,5.4,Comedy
Prep & Landing: Naughty vs. Nice,False,88096,en,27.469,2011-12-05,72,6.9,Animation
Earthquake,False,11123,en,27.468,1974-11-15,317,6.1,Action
Bad Lands,False,1133602,ja,27.464,2023-09-29,20,6.7,Action
Bleach the Movie: Fade to Black,False,17165,ja,27.462,2008-12-13,167,7.1,Action
The Insider,False,9008,en,27.461,1999-10-28,1791,7.5,Drama
George of the Jungle,False,10603,en,27.454,1997-07-15,2068,5.612,Adventure
Cinderella,False,593910,en,27.45,2021-09-03,1384,6.4,Fantasy
Lord of War,False,1830,en,27.444,2005-09-16,4736,7.3,Crime
Savage Grace,False,10822,en,27.443,2007-05-18,188,5.636,Drama
Money Electric: The Bitcoin Mystery,False,1365712,en,27.416,2024-10-08,18,6.25,Documentary
The Finest Hours,False,300673,en,27.416,2016-01-27,1587,6.6,Action
The Librarian: The Curse of the Judas Chalice,False,14728,en,27.416,2008-10-25,468,6.3,Fantasy
Joe Kidd,False,14881,en,27.415,1972-07-19,356,6.5,Western
Death at a Funeral,False,34803,en,27.412,2010-04-15,965,5.8,Comedy
Twins,False,9493,en,27.394,1988-12-09,2231,6.0,Comedy
Ain't Them Bodies Saints,False,152748,en,27.39,2013-07-03,424,6.1,Crime
Real Genius,False,14370,en,27.39,1985-08-07,431,6.7,Comedy
The Searchers,False,3114,en,27.386,1956-05-16,1392,7.7,Western
Once Upon a Time in Anatolia,False,74879,tr,27.385,2011-09-23,461,7.5,Drama
Return of the Living Dead III,False,28260,en,27.385,1993-10-01,827,6.6,Science Fiction
End of Days,False,9946,en,27.381,1999-11-24,1829,6.1,Action
Fear the Invisible Man,False,1131438,en,27.38,2023-06-16,40,6.7,Thriller
What Remains,False,916723,en,27.377,2024-06-21,3,5.7,Drama
Enola Holmes 2,False,829280,en,27.376,2022-11-30,1402,7.4,Adventure
Police Academy 5: Assignment Miami Beach,False,11825,en,27.373,1988-03-17,893,5.18,Comedy
A-X-L,False,438590,en,27.368,2018-08-23,1163,6.3,Science Fiction
What Women Want,False,3981,en,27.367,2000-12-15,3913,6.5,Comedy
Kelas Bintang - Sugar Daddy,False,1144232,id,27.366,2023-05-29,1,2.0,Drama
Bittersweet Rain,False,1016767,pt,27.363,2023-10-10,1,9.0,Drama
Twist,False,644083,en,27.357,2021-01-22,179,5.9,Crime
Carrie,False,7342,en,27.357,2002-11-04,483,6.045,Horror
Contagion,False,39538,en,27.352,2011-09-08,6024,6.6,Drama
This Is 40,False,89492,en,27.346,2012-12-20,2128,5.9,Comedy
The Many Adventures of Winnie the Pooh,False,250480,en,27.339,1977-03-11,1027,7.3,Animation
The Animal Kingdom,False,943134,fr,27.338,2023-10-04,686,7.0,Adventure
Saint Seiya: Warriors of the Final Holy Battle,False,83088,ja,27.335,1989-03-18,219,7.3,Action
Secrets & Lies,False,11159,en,27.331,1996-05-24,640,7.6,Drama
Guns of the Magnificent Seven,False,12625,en,27.327,1969-07-14,92,5.2,Western
Forbidden World,False,42251,en,27.321,1982-05-07,150,5.2,Horror
The Legend of La Llorona,False,631947,en,27.316,2022-01-07,102,5.868,Horror
Deep Impact,False,8656,en,27.314,1998-05-08,2938,6.2,Action
Hopscotch,False,32030,en,27.311,1980-09-26,150,6.93,Comedy
Sympathy for the Devil,False,1030987,en,27.31,2023-07-20,225,6.0,Action
Max Steel,False,286567,en,27.303,2016-10-14,769,5.6,Action
Road to Perdition,False,4147,en,27.303,2002-07-12,3589,7.4,Crime
Skyline,False,42684,en,27.302,2010-11-11,1603,5.013,Science Fiction
Torque,False,10718,en,27.298,2004-01-16,571,5.2,Action
Step Up 3D,False,41233,en,27.292,2010-08-04,1881,6.8,Drama
Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,False,637462,ja,27.288,2021-05-15,32,6.2,Animation
Russian Nymphet: Temptation,False,570595,ru,27.286,2004-11-28,9,5.9,Drama
Tom and Jerry Cowboy Up!,False,892153,en,27.283,2022-01-24,438,6.9,Animation
The Brave One,False,4413,en,27.282,2007-09-12,953,6.6,Crime
Ip Man 3,False,365222,cn,27.277,2015-12-24,1722,7.018,Action
Catman,False,740658,zh,27.276,2021-05-18,204,7.4,Romance
Missing,False,1217328,ja,27.275,2024-05-17,6,6.167,Drama
Strictly Confidential,False,1182297,en,27.269,2024-04-05,19,6.2,Mystery
Minuscule: Valley of the Lost Ants,False,140870,fr,27.265,2013-11-17,448,7.0,Animation
Apex Predators 2: The Spawning,False,1137242,en,27.264,2024-11-12,0,0.0,Horror
Don't Be Afraid of the Dark,False,46261,en,27.262,2010-11-06,1026,5.8,Fantasy
Lore,False,121835,de,27.259,2012-08-02,276,6.8,Drama
Godzilla: Final Wars,False,15767,ja,27.258,2004-12-04,298,7.0,Action
Equilibrium,False,7299,en,27.258,2002-12-06,4480,7.0,Action
The Harder They Come,False,7514,en,27.248,1972-09-01,107,6.5,Crime
Magnum Opus,False,1010823,en,27.245,2022-07-18,255,7.3,Animation
Catwoman: Hunted,False,862491,en,27.242,2022-02-07,104,5.7,Animation
Red Dawn,False,60747,en,27.24,2012-03-15,1598,5.702,Action
Guru,False,15772,hi,27.24,2007-01-12,121,6.8,Drama
Red Beard,False,3780,ja,27.24,1965-04-03,352,8.092,Drama
A Mother's Nightmare,False,137776,en,27.238,2012-09-29,86,5.8,TV Movie
DJ Cinderella,False,553608,pt,27.236,2019-02-28,331,6.4,Romance
¿Quieres ser mi hijo?,False,1181678,en,27.233,2023-09-21,245,8.551,Comedy
L.A. Confidential,False,2118,en,27.231,1997-09-19,4890,7.8,Crime
Osmosis Jones,False,12610,en,27.23,2001-08-10,1006,6.493,Adventure
Feast,False,293299,en,27.227,2014-10-25,845,7.8,Animation
The Railway Man,False,127560,en,27.227,2013-12-02,721,6.9,Drama
Devon,False,1323979,en,27.226,2024-11-12,0,0.0,Horror
God Bless America,False,74306,en,27.226,2012-05-11,929,7.0,Comedy
Bad Education,False,140,es,27.219,2004-03-19,946,7.4,Drama
Austin Powers in Goldmember,False,818,en,27.218,2002-07-26,3086,5.985,Comedy
The Phenomenon,False,745272,en,27.206,2020-10-06,55,6.3,Documentary
The Hundred-Foot Journey,False,228194,en,27.199,2014-08-06,1413,7.3,Drama
Three,False,9753,en,27.195,2006-05-05,231,5.4,Drama
Anamorph,False,14000,en,27.187,2007-09-21,191,5.1,Crime
Boonie Bears: Guardian Code,False,1078012,zh,27.184,2023-01-22,9,6.7,Animation
The Trouble with Harry,False,11219,en,27.184,1955-10-03,817,7.0,Comedy
Lust Stories,False,530154,hi,27.181,2018-06-15,122,6.2,Drama
Lord of Illusions,False,8973,en,27.181,1995-08-25,322,6.0,Horror
House,False,11415,en,27.177,1985-12-06,549,6.1,Comedy
A Female Employee's Taste,False,554447,ko,27.172,2018-05-28,33,5.3,Drama
The Accursed,False,860867,en,27.171,2021-11-12,142,6.6,Horror
Armageddon Time,False,615952,en,27.17,2022-10-28,416,6.496,Drama
The Great Hack,False,566222,en,27.168,2019-01-26,510,6.906,Documentary
The Biggest Bundle of Them All,False,121611,en,27.167,1968-01-17,13,5.7,Comedy
Out of the Furnace,False,164457,en,27.164,2013-11-09,1931,6.573,Thriller
Meatballs,False,14035,en,27.152,1979-06-28,302,5.826,Comedy
Girl with a Pearl Earring,False,3635,en,27.15,2003-12-12,1356,6.603,Drama
The Golden Lotus,False,50146,zh,27.149,1974-01-17,63,7.3,Romance
Babe,False,9598,en,27.141,1995-07-18,2858,6.2,Fantasy
Life of Crime,False,209189,en,27.139,2013-09-14,382,5.7,Comedy
The Librarian: Quest for the Spear,False,14207,en,27.136,2004-07-12,627,6.3,Adventure
How to Have Sex,False,1075175,en,27.134,2023-11-02,325,6.374,Drama
Early Man,False,387592,en,27.131,2018-01-26,788,6.1,Family
The Torture Club,False,297090,ja,27.126,2014-07-19,40,5.2,Drama
The Magic Flute,False,818110,en,27.125,2022-09-30,104,6.5,Adventure
Old Man,False,766220,en,27.122,2022-10-14,108,5.741,Thriller
Rolling Papers,False,1160406,et,27.12,2024-11-13,0,0.0,Drama
All the President's Men,False,891,en,27.119,1976-04-09,1781,7.7,Drama
Resident Evil: Vendetta,False,400136,ja,27.118,2017-05-27,969,6.9,Animation
Never Say Never Again,False,36670,en,27.118,1983-10-07,1428,6.057,Adventure
The Outwaters,False,752867,en,27.117,2023-02-09,70,4.3,Horror
The Libertine,False,7548,en,27.111,2004-09-16,446,5.898,Drama
The Sorcerer and the White Snake,False,75948,zh,27.108,2011-09-27,260,6.454,Action
Free State of Jones,False,316152,en,27.103,2016-06-24,1473,6.8,Action
The Wood,False,16158,en,27.103,1999-07-16,95,6.8,Comedy
Triangle,False,26466,en,27.101,2009-10-16,2557,6.9,Horror
Mayhem,False,429733,en,27.096,2017-11-10,674,6.4,Action
Conquer: Lahad Datu,False,1208850,ms,27.094,2024-08-22,2,8.5,War
The Pink Panther 2,False,15159,en,27.093,2009-02-06,1109,5.7,Comedy
Christmas at the Plaza,False,630916,en,27.092,2019-11-28,104,6.4,Romance
The Raid,False,94329,id,27.091,2012-03-22,3415,7.4,Action
Ip Man,False,14756,cn,27.091,2008-12-12,3736,7.8,Drama
The 100 Candles Game,False,751394,en,27.089,2020-11-13,114,5.6,Horror
Tall Girl 2,False,772272,en,27.086,2022-02-11,363,5.726,Comedy
The Fabelmans,False,804095,en,27.084,2022-11-11,2285,7.624,Drama
The Secret: Dare to Dream,False,550231,en,27.082,2020-04-16,601,7.3,Drama
I Am a Hero,False,276624,ja,27.074,2016-04-23,419,7.394,Action
Blood Widow,False,273509,en,27.073,2014-06-03,75,4.8,Horror
The Leopard,False,1040,it,27.073,1963-03-27,814,7.719,Drama
Genie,False,1189198,en,27.07,2023-11-22,155,6.803,Fantasy
Hatching Pete,False,52699,en,27.062,2009-04-24,176,5.5,Family
Unfriended: Dark Web,False,505058,en,27.061,2018-07-19,1508,6.297,Horror
Jerry Maguire,False,9390,en,27.06,1996-12-13,3245,7.0,Comedy
Transformers Prime: Beast Hunters - Predacons Rising,False,268092,en,27.058,2013-10-04,122,8.1,Action
Palm Swings,False,462181,en,27.049,2017-10-03,46,6.4,Comedy
"The Good, the Bad, the Weird",False,15067,ko,27.048,2008-07-16,716,7.2,Action
Les Misérables,False,82695,en,27.046,2012-12-18,5255,7.329,History
Grudge Match,False,64807,en,27.044,2013-12-25,1268,6.1,Comedy
Sky High,False,651589,es,27.042,2020-12-18,217,6.136,Action
A Country Wedding,False,346489,en,27.042,2015-06-27,103,6.84,Romance
The Porno Killers,False,288985,it,27.041,1980-04-20,15,4.5,Crime
The Inheritance,False,821499,en,27.039,2024-07-12,41,6.1,Horror
Dragons: Dawn of the Dragon Racers,False,298115,en,27.009,2014-11-01,343,7.3,Animation
Body Double,False,11507,en,27.007,1984-10-25,778,6.8,Crime
Seal Team Eight: Behind Enemy Lines,False,260063,en,27.004,2014-05-23,152,6.1,Action
"Crouching Tiger, Hidden Dragon: Sword of Destiny",False,263341,en,27.0,2016-02-18,632,6.106,Action
#realityhigh,False,455656,en,26.998,2017-07-17,1018,6.3,Comedy
The Sisters Brothers,False,440161,en,26.998,2018-09-19,1898,6.8,Western
Stranger on the Third Floor,False,29481,en,26.998,1940-08-16,94,6.5,Mystery
High Heel Homicide,False,458353,en,26.993,2017-06-20,29,5.4,Thriller
SLC Punk,False,6396,en,26.992,1998-09-24,360,7.1,Comedy
Freaks,False,136,en,26.989,1932-01-01,1171,7.8,Drama
The Shepherd,False,1116488,en,26.988,2023-08-10,96,6.9,Drama
The Client,False,10731,en,26.988,1994-07-20,1109,6.7,Drama
I.S.S.,False,790462,en,26.977,2024-01-19,232,5.9,Science Fiction
Shark Night 3D,False,65055,en,26.964,2011-09-02,525,5.0,Thriller
The Losers,False,34813,en,26.963,2010-04-23,1797,6.3,Action
The Anthem of the Heart,False,364111,ja,26.96,2015-09-19,390,7.6,Animation
Killing Hasselhoff,False,353440,en,26.957,2017-08-29,112,4.5,Comedy
Nixon,False,10858,en,26.956,1995-12-22,360,6.9,Drama
Inconceivable,False,433630,en,26.953,2017-06-30,332,5.6,Crime
The Tiger and the Snow,False,10846,it,26.953,2005-10-14,471,6.8,Comedy
Seventh Son,False,68737,en,26.951,2014-12-12,2473,5.5,Adventure
Almost Famous,False,786,en,26.95,2000-09-15,2691,7.5,Drama
Welcome to Paradise,False,1234864,es,26.947,2024-03-28,1,10.0,Comedy
The Dive,False,1109534,en,26.947,2023-08-24,190,6.4,Thriller
Dating Amber,False,635918,en,26.946,2020-07-03,156,7.2,Comedy
Love Me Like You Hate Me,False,1223452,en,26.94,2020-10-24,2,4.0,Drama
The Wild One,False,28696,en,26.936,1953-12-30,293,6.6,Drama
Escape Room,False,431259,en,26.927,2017-08-31,233,4.891,Horror
Hatchet II,False,43919,en,26.925,2010-10-01,360,5.51,Horror
Marvel Studios Assembled: The Making of Ant-Man and the Wasp: Quantumania,False,1127361,en,26.921,2023-07-19,16,6.2,Documentary
Boudica,False,975902,en,26.921,2023-10-26,145,5.9,Action
The Andromeda Strain,False,10514,en,26.921,1971-03-12,687,7.047,Science Fiction
Uncle Drew,False,474335,en,26.918,2018-06-27,547,6.675,Comedy
Brazen,False,916740,en,26.916,2022-01-13,365,4.819,Thriller
Elena and the Secret of Avalor,False,427143,en,26.903,2016-11-20,82,7.2,Fantasy
Boundless,False,1078249,da,26.9,2024-02-01,14,5.8,Crime
The Blair Witch Documentary,False,1338614,en,26.895,2024-11-11,0,0.0,Documentary
Weekend Warriors,False,924763,en,26.895,2021-04-01,20,7.6,Action
Time Bandits,False,36819,en,26.894,1981-07-13,986,6.6,Family
The Boss Baby,False,295693,en,26.893,2017-03-23,7044,6.4,Animation
Fried Green Tomatoes,False,1633,en,26.89,1991-12-27,1322,7.7,Drama
Fruitvale Station,False,157354,en,26.88,2013-07-26,1282,7.4,Drama
Let Me In,False,41402,en,26.877,2010-10-01,1983,6.8,Drama
Akeelah and the Bee,False,13751,en,26.876,2006-04-28,320,7.1,Drama
Equity,False,347033,en,26.874,2016-07-29,94,5.6,Drama
The Mermaid,False,381890,zh,26.873,2016-02-08,404,6.517,Comedy
Red Rocket,False,763329,en,26.872,2021-12-10,457,6.8,Drama
City of Angels,False,795,en,26.869,1998-04-10,2103,6.797,Romance
Rat Race,False,9896,en,26.865,2001-08-17,1763,6.263,Adventure
The Villainess,False,437109,ko,26.863,2017-06-08,680,6.906,Action
Sword Art Online: The Movie – Ordinal Scale,False,413594,ja,26.863,2017-02-18,674,7.7,Animation
Yu-Gi-Oh!: The Dark Side of Dimensions,False,366170,ja,26.86,2016-04-23,429,7.6,Adventure
Apache,False,43329,en,26.856,1954-07-09,123,6.1,Action
All the Way,False,347123,en,26.854,2016-05-23,279,6.7,Drama
Spotlight,False,314365,en,26.85,2015-11-06,8172,7.8,Drama
Letters to Juliet,False,37056,en,26.846,2010-05-13,2861,6.999,Comedy
Rope,False,1580,en,26.841,1948-03-11,2676,7.9,Thriller
Curly Sue,False,11894,en,26.839,1991-10-25,523,6.4,Comedy
Mousa,False,775244,ar,26.837,2021-08-11,29,6.6,Action
Winnie the Pooh: A Very Merry Pooh Year,False,13706,en,26.837,2002-11-12,178,6.9,Animation
Spiderhead,False,615469,en,26.828,2022-06-17,1519,5.8,Science Fiction
Z-O-M-B-I-E-S,False,483980,en,26.827,2018-02-16,680,7.2,Fantasy
Under Siege,False,8845,en,26.825,1992-10-08,1524,6.3,Action
The Back-Up Plan,False,34806,en,26.823,2010-04-23,1386,6.139,Comedy
Buried,False,26388,en,26.819,2010-09-24,2767,6.6,Drama
Eileen,False,664341,en,26.817,2023-12-01,222,6.1,Thriller
At Midnight,False,1061163,en,26.813,2023-02-10,59,5.6,Romance
The Swan Princess: The Mystery of the Enchanted Kingdom,False,28302,en,26.813,1998-08-04,241,6.0,Family
My Wife's Sister,False,430384,ko,26.809,2016-12-20,16,5.1,Romance
Two Mothers,False,481836,ko,26.806,2017-08-01,3,5.0,Drama
Death Wish V: The Face of Death,False,34746,en,26.806,1994-01-14,272,5.5,Action
Alice in the Cities,False,2204,de,26.804,1974-05-17,293,7.7,Drama
Horrible Bosses,False,51540,en,26.801,2011-07-08,6291,6.6,Comedy
The Oath,False,346658,is,26.794,2016-09-06,88,6.1,Drama
Beethoven's Big Break,False,13955,en,26.789,2008-12-26,149,5.2,Family
Heidi,False,365045,de,26.779,2015-12-10,389,7.2,Adventure
Bad Hair,False,530351,en,26.775,2021-05-05,73,5.9,Horror
The Kingdom,False,4349,en,26.769,2007-08-22,1615,6.7,Thriller
Big Game,False,230179,en,26.767,2015-03-19,1129,5.5,Action
Bikini Avengers,False,347158,en,26.764,2015-02-24,24,6.3,Comedy
The Immigrant,False,152599,en,26.762,2013-11-27,812,6.3,Drama
Secret Things,False,35712,fr,26.762,2002-10-16,90,5.6,Drama
#Alive,False,614696,ko,26.761,2020-06-24,1810,7.244,Horror
Afro Samurai: Resurrection,False,14711,en,26.755,2009-10-16,175,6.806,Animation
Katas,False,1226306,tl,26.753,2024-02-09,2,2.0,Drama
"Spring, Summer, Fall, Winter... and Spring",False,113,ko,26.749,2003-09-19,1057,7.804,Drama
I Can't Live Without You,False,1196412,es,26.747,2024-08-15,45,6.7,Comedy
Norm of the North,False,276905,en,26.744,2016-01-14,333,4.6,Adventure
Dressed to Kill,False,11033,en,26.741,1980-07-25,940,6.9,Thriller
Becoming Jane,False,2977,en,26.738,2007-03-02,1160,7.3,Romance
Vice,False,307663,en,26.734,2015-01-16,540,4.4,Thriller
Mass,False,423333,en,26.732,2021-10-08,237,7.5,Drama
Moonraker,False,698,en,26.731,1979-06-26,1955,6.2,Action
Brimstone,False,324560,en,26.718,2016-03-12,1119,7.2,Thriller
The Wild,False,799710,ko,26.717,2023-11-15,18,5.3,Action
The Last Airbender,False,10196,en,26.714,2010-06-30,3945,4.6,Action
Evil Does Not Exist,False,1156125,ja,26.711,2023-12-06,172,6.73,Drama
The Greatest Hits,False,1011082,en,26.711,2024-04-05,108,6.6,Drama
Machete Kills,False,106747,en,26.709,2013-09-12,1878,5.6,Action
Tale of Tales,False,314405,it,26.708,2015-05-14,1625,6.407,Romance
Italian for Beginners,False,112,da,26.699,2000-12-07,125,6.3,Comedy
Kimagure Orange Road: I Want to Return to That Day,False,186383,ja,26.698,1988-10-08,61,7.213,Romance
Suffragette,False,245168,en,26.696,2015-10-16,1596,7.248,Drama
Judge Dredd,False,9482,en,26.693,1995-06-30,2455,5.802,Science Fiction
Crawl,False,511987,en,26.692,2019-07-11,3075,6.3,Horror
Sexy Sisters,False,142329,de,26.691,1977-09-01,28,4.3,Drama
Rigodon,False,183026,tl,26.69,2012-11-21,15,6.0,Thriller
Empire of Passion,False,49096,ja,26.69,1978-09-06,112,7.0,Drama
Overhaul,False,818511,pt,26.688,2023-09-27,127,6.736,Action
Women Talking,False,777245,en,26.687,2022-12-23,576,6.916,Drama
Big George Foreman,False,878361,en,26.682,2023-04-27,266,7.6,History
The Serpent,False,504148,en,26.681,2021-01-28,41,6.2,Action
Noise,False,1057577,nl,26.68,2023-03-17,121,4.8,Drama
The House with a Clock in Its Walls,False,463821,en,26.676,2018-09-15,2136,6.2,Fantasy
"Angus, Thongs and Perfect Snogging",False,12689,en,26.675,2008-07-25,789,6.5,Comedy
My Bloody Valentine,False,14435,en,26.674,2009-01-16,1156,5.5,Horror
2037,False,833593,ko,26.673,2022-06-08,58,7.2,Drama
The Crimson Rivers,False,60670,fr,26.673,2000-09-27,1512,6.9,Crime
"The Simpsons Meet the Bocellis in ""Feliz Navidad""",False,1058732,en,26.667,2022-12-15,74,5.8,Animation
Primal,False,500916,en,26.667,2019-12-27,356,5.6,Action
En tongs au pied de l'Himalaya,False,1083324,fr,26.666,2024-11-13,0,0.0,Comedy
The Silence of the Lambs,False,274,en,26.665,1991-02-14,16233,8.3,Crime
The Land Before Time X: The Great Longneck Migration,False,24554,en,26.664,2003-12-02,229,6.3,Animation
Black Knight,False,11469,en,26.66,2001-11-21,1089,5.4,Comedy
Star!,False,52959,en,26.659,1968-07-18,220,6.9,Drama
The Man Who Shot Liberty Valance,False,11697,en,26.658,1962-04-13,1118,7.8,Western
Succubus,False,1130276,en,26.656,2024-08-30,9,4.5,Horror
The 15:17 to Paris,False,453201,en,26.655,2018-02-07,1583,5.416,Drama
The Sea of Trees,False,291351,en,26.652,2016-04-27,490,6.2,Drama
The Clan of the Cave Bear,False,13853,en,26.65,1986-01-17,115,5.2,Adventure
Don't Move,False,16729,it,26.648,2004-03-12,275,7.0,Drama
The Alamo,False,11209,en,26.646,1960-10-23,339,7.1,War
The Electric Horseman,False,11145,en,26.646,1979-12-21,143,6.049,Drama
Transformers: Revenge of the Fallen,False,8373,en,26.64,2009-06-19,8445,6.2,Science Fiction
Can You Keep a Secret?,False,537739,en,26.638,2019-09-13,901,6.425,Romance
The Legend of Drunken Master,False,12207,cn,26.636,1994-02-03,942,7.4,Action
The Rewrite,False,289727,en,26.633,2014-06-15,588,6.0,Romance
Eagle Eye,False,13027,en,26.633,2008-09-25,2815,6.5,Mystery
Hell Fest,False,429476,en,26.63,2018-09-27,802,5.7,Horror
Doctor Who: Planet of the Dead,False,282963,en,26.629,2009-04-11,204,7.4,Science Fiction
The 7th Voyage of Sinbad,False,15515,en,26.627,1958-12-05,270,6.9,Action
A Raisin in the Sun,False,29478,en,26.62,1961-05-28,122,7.639,Drama
It's Complicated,False,22897,en,26.62,2009-12-23,1378,6.504,Comedy
Autumn Sonata,False,12761,sv,26.62,1978-10-08,593,7.989,Drama
High Heels,False,8222,es,26.617,1991-10-23,404,7.1,Drama
Taking Care of Business,False,6393,en,26.615,1990-08-16,158,6.2,Comedy
Line of Duty,False,346709,en,26.614,2019-12-25,320,5.9,Thriller
Waterworld,False,9804,en,26.609,1995-07-28,3654,6.2,Adventure
The Treacherous,False,338803,ko,26.607,2015-05-21,72,6.0,Drama
Sugapa,False,1135727,tl,26.606,2023-08-25,2,5.5,Drama
Nicholas Nickleby,False,29339,en,26.604,2002-12-27,166,6.9,Adventure
Black Christmas,False,16938,en,26.604,1974-10-11,774,6.9,Horror
The Dead Lands,False,283322,mi,26.599,2014-09-04,110,6.1,Adventure
IO,False,433249,en,26.594,2019-01-18,1349,4.952,Science Fiction
Kuch Kuch Hota Hai,False,11854,hi,26.593,1998-10-16,379,7.5,Romance
My Spy,False,592834,en,26.59,2020-01-09,1220,6.897,Family
